BUY,733.9,733.762248
SELL,745.45,745.950339
BUY,744.25,743.730293
SELL,718.35,718.521342
BUY,717.6,717.441611
SELL,722.85,723.121281
BUY,734.15,733.981206
SELL,739.5,739.598427
BUY,741.1,740.439764
SELL,739.0,739.0088
BUY,737.2,736.555083
SELL,737.2,737.207366
BUY,779.35,778.656784
SELL,777.1,777.330965
BUY,811.95,811.698189
SELL,812.5,813.187118
BUY,811.3,811.293763
SELL,829.4,829.736393
BUY,823.35,822.720652
SELL,803.25,803.596999
BUY,801.3,801.088474
SELL,790.4,790.457885
BUY,791.65,791.320984
SELL,795.05,795.105652
BUY,804.2,803.865565
SELL,805.5,805.505216
BUY,799.5,799.179385
SELL,805.55,805.632714
BUY,802.95,802.867817
SELL,807.4,807.600562
BUY,813.2,813.02919
SELL,823.4,824.178439
BUY,813.7,813.084678
SELL,816.2,816.891736
BUY,818.95,818.578617
SELL,824.0,824.222007
BUY,825.65,824.999896
SELL,815.15,815.181938
BUY,812.85,812.085852
SELL,800.15,800.297027
BUY,792.75,792.168748
SELL,798.0,798.032044
BUY,793.3,792.970638
SELL,802.45,802.878737
BUY,835.1,835.032339
SELL,839.65,839.733293
BUY,845.4,844.961184
SELL,835.75,836.148748
BUY,840.2,839.68261
SELL,840.85,840.96392
BUY,840.6,840.446384
SELL,843.8,844.521653
BUY,841.8,841.464478
SELL,844.8,845.018368
BUY,846.1,845.877234
SELL,849.75,850.051818
BUY,851.7,851.307966
SELL,852.45,852.490914
BUY,849.8,849.407614
SELL,857.85,858.601324
BUY,852.0,851.919756
SELL,856.95,857.281745
BUY,857.0,856.942197
SELL,837.4,837.647607
BUY,834.95,834.554668
SELL,836.35,836.651146
BUY,833.0,832.945523
SELL,814.85,815.370379
BUY,814.2,813.85898
SELL,820.35,820.943034
BUY,820.0,819.891266
SELL,822.0,822.092091
BUY,815.0,814.692041
SELL,820.95,821.269892
BUY,819.0,818.879025
SELL,817.7,817.706754
BUY,771.0,770.727716
SELL,770.8,771.565622
BUY,770.8,770.783289
BUY,734.5,734.169641
SELL,734.5,734.501611
BUY,730.6,730.284828
SELL,729.1,729.108925
BUY,733.1,732.745631
SELL,704.95,704.978132
BUY,715.45,715.449269
SELL,677.65,677.723411
BUY,674.9,674.764973
SELL,673.6,674.16942
BUY,672.85,672.763904
SELL,666.5,666.677737
BUY,668.45,667.788945
SELL,668.45,668.462491
BUY,690.0,689.479758
SELL,680.7,680.825736
BUY,677.1,676.967965
SELL,674.85,675.303662
BUY,685.0,684.973474
SELL,680.4,680.413887
BUY,676.55,676.207348
SELL,676.1,676.101457
BUY,674.35,674.152863
SELL,681.35,681.697208
BUY,677.55,677.223487
SELL,677.55,677.553309
BUY,674.65,674.400346
SELL,667.9,668.336491
BUY,641.15,640.543765
SELL,645.25,645.631952
BUY,647.25,646.890885
SELL,662.95,663.387752
BUY,659.5,659.018124
SELL,662.2,662.208841
BUY,656.0,655.552605
SELL,617.6,617.744913
BUY,617.3,617.246076
SELL,620.05,620.266472
BUY,594.0,593.571026
SELL,596.15,596.169321
BUY,555.05,554.594187
SELL,562.7,563.054477
BUY,563.0,562.877957
SELL,569.45,569.467752
BUY,558.25,557.717696
SELL,561.1,561.287548
