Measured_Price,Estimated_Price,Estimated_Velocity,rel_diff
251.9,251.83082,-0.17782,0.000275
252.0,251.780934,-0.150249,0.00087
251.65,251.637806,-0.148714,4.8e-05
251.65,251.548417,-0.135929,0.000404
253.7,252.255862,0.045826,0.005725
253.7,252.817226,0.156929,0.003492
253.55,253.186461,0.202683,0.001436
253.55,253.448449,0.215464,0.000401
254.0,253.787824,0.242168,0.000836
253.45,253.816156,0.196084,-0.001443
253.45,253.80495,0.151411,-0.001399
253.7,253.861844,0.131042,-0.000638
253.25,253.718994,0.072016,-0.001848
254.0,253.868062,0.088621,0.00052
253.6,253.825179,0.060281,-0.000887
253.6,253.780215,0.037599,-0.00071
252.55,253.350388,-0.063135,-0.003159
252.55,253.015438,-0.121714,-0.00184
252.8,252.85917,-0.129161,-0.000234
252.95,252.811117,-0.111681,0.000549
253.35,252.93929,-0.05999,0.001624
253.65,253.163446,0.001246,0.001922
253.65,253.343618,0.039806,0.001209
253.65,253.481707,0.060987,0.000664
253.5,253.526953,0.057595,-0.000106
253.8,253.663982,0.074713,0.000536
253.0,253.466349,0.01602,-0.00184
253.0,253.304526,-0.022307,-0.001202
253.0,253.178169,-0.04473,-0.000704
253.0,253.084242,-0.055333,-0.000333
254.0,253.386937,0.021826,0.002419
255.6,254.216642,0.195931,0.005442
255.6,254.850361,0.290278,0.002941
255.6,255.309999,0.326777,0.001136
259.15,256.932053,0.605921,0.008632
258.55,257.911094,0.686332,0.002477
258.55,258.579941,0.682563,-0.000116
258.85,259.11042,0.649788,-0.001005
258.15,259.166546,0.521848,-0.003922
258.2,259.139644,0.403588,-0.003626
258.85,259.287647,0.348507,-0.001688
259.0,259.401612,0.297961,-0.001548
258.55,259.275741,0.206621,-0.002799
258.55,259.138613,0.13254,-0.002271
259.1,259.208052,0.118941,-0.000417
258.4,258.985223,0.045287,-0.00226
258.4,258.79805,-0.004811,-0.001538
257.45,258.298005,-0.111538,-0.003283
258.3,258.228325,-0.102517,0.000278
257.9,258.042556,-0.120459,-0.000552
255.0,256.84476,-0.352635,-0.007182
255.05,255.960433,-0.467219,-0.003557
254.6,255.163898,-0.53819,-0.00221
252.8,253.952595,-0.683252,-0.004539
253.15,253.225343,-0.692734,-0.000298
254.2,253.147353,-0.560251,0.004158
254.75,253.384533,-0.388398,0.005389
256.1,254.140487,-0.141779,0.00771
255.75,254.644385,-0.00263,0.004342
254.7,254.663229,0.001998,0.000144
255.5,254.972997,0.068325,0.002067
255.35,255.155127,0.092851,0.000764
255.35,255.285592,0.100957,0.000252
256.25,255.704892,0.169563,0.002132
256.25,256.012913,0.199402,0.000926
256.4,256.281512,0.214315,0.000462
256.6,256.534234,0.222592,0.000256
256.6,256.699006,0.210131,-0.000386
257.0,256.942637,0.217351,0.000223
256.3,256.842922,0.14902,-0.002114
254.55,256.091631,-0.045005,-0.00602
254.5,255.476406,-0.167893,-0.003822
253.8,254.752345,-0.287752,-0.003738
253.4,254.072092,-0.37234,-0.002645
254.0,253.81045,-0.348483,0.000747
254.0,253.660332,-0.305734,0.001339
255.95,254.311487,-0.099515,0.006443
256.45,255.037102,0.078308,0.00554
255.9,255.404677,0.140647,0.001939
255.9,255.676089,0.168828,0.000876
255.95,255.88366,0.177178,0.000259
255.65,255.909367,0.144534,-0.001014
255.65,255.904989,0.112442,-0.000996
255.1,255.679187,0.039548,-0.002265
255.35,255.582787,0.01025,-0.000911
255.35,255.503432,-0.009061,-0.000601
255.9,255.643921,0.023168,0.001002
255.75,255.697658,0.029756,0.000205
255.4,255.606701,0.003741,-0.000809
255.1,255.422249,-0.036816,-0.001262
255.1,255.280198,-0.059495,-0.000706
254.25,254.862818,-0.136623,-0.002405
254.25,254.550629,-0.174459,-0.001181
254.6,254.458693,-0.156674,0.000555
254.5,254.375012,-0.140944,0.000491
253.7,254.037165,-0.183378,-0.001327
253.65,253.778653,-0.19957,-0.000507
251.9,252.960028,-0.332982,-0.00419
252.25,252.488034,-0.36294,-0.000943
252.55,252.281751,-0.329179,0.001063
252.55,252.172835,-0.28171,0.001496
250.45,251.359802,-0.396215,-0.00362
251.85,251.290395,-0.325785,0.002227
251.85,251.291041,-0.255436,0.002224
252.7,251.649244,-0.123191,0.004175
252.7,251.958871,-0.029915,0.002941
252.1,251.992018,-0.016325,0.000429
252.1,252.021523,-0.006448,0.000311
252.0,252.009517,-0.007646,-3.8e-05
252.1,252.03805,0.000151,0.000246
250.45,251.452653,-0.12604,-0.003987
250.45,251.003418,-0.195691,-0.002205
250.45,250.675838,-0.224115,-0.000901
251.25,250.746037,-0.160687,0.00201
251.35,250.867266,-0.099932,0.001924
251.35,250.982155,-0.053636,0.001466
250.9,250.918004,-0.055902,-7.2e-05
250.9,250.876075,-0.052891,9.5e-05
250.15,250.57499,-0.106379,-0.001696
249.65,250.166801,-0.171422,-0.002066
249.0,249.628396,-0.25051,-0.002517
248.9,249.201696,-0.28848,-0.001211
249.0,248.945212,-0.281585,0.00022
248.0,248.418957,-0.334314,-0.001686
245.05,246.965812,-0.575432,-0.007757
246.8,246.541401,-0.542886,0.001049
249.0,247.105122,-0.304402,0.007668
247.8,247.169141,-0.225004,0.002552
247.8,247.259682,-0.157001,0.002185
248.3,247.544116,-0.061868,0.003054
248.05,247.691571,-0.016757,0.001447
249.0,248.163392,0.088536,0.003371
248.6,248.380257,0.116192,0.000885
250.15,249.106091,0.247576,0.004191
250.4,249.739435,0.330712,0.002645
250.35,250.173325,0.352948,0.000706
250.35,250.461284,0.338942,-0.000444
250.25,250.597365,0.295224,-0.001386
250.15,250.618807,0.236221,-0.001871
250.15,250.595094,0.180203,-0.001776
249.6,250.341981,0.08682,-0.002964
249.6,250.123233,0.020967,-0.002092
249.15,249.777652,-0.058027,-0.002513
249.15,249.509612,-0.103287,-0.001441
248.8,249.182781,-0.151463,-0.001536
250.55,249.591235,-0.030796,0.003841
250.9,250.054317,0.07564,0.003382
250.45,250.247952,0.101069,0.000807
250.6,250.441554,0.12101,0.000633
250.6,250.576366,0.123985,9.4e-05
250.3,250.552747,0.092175,-0.001009
251.45,250.941743,0.156142,0.002025
250.9,251.024928,0.140419,-0.000498
250.9,251.067517,0.119336,-0.000667
249.0,250.380591,-0.054421,-0.005514
250.05,250.22435,-0.076364,-0.000697
249.75,250.001254,-0.107986,-0.001005
249.65,249.803578,-0.127315,-0.000615
249.25,249.519106,-0.161184,-0.001078
248.5,249.041618,-0.22935,-0.002175
249.35,249.010522,-0.186625,0.001363
249.35,249.017864,-0.144823,0.001334
248.95,248.901415,-0.138708,0.000195
249.55,249.052971,-0.076154,0.001996
249.15,249.040667,-0.062393,0.000439
250.1,249.391839,0.026734,0.00284
250.5,249.81728,0.112659,0.002733
250.3,250.066375,0.142062,0.000934
250.3,250.242195,0.149337,0.000231
249.8,250.173443,0.102337,-0.001493
249.8,250.100366,0.064534,-0.001201
249.25,249.827589,-0.00816,-0.002312
249.25,249.609488,-0.053404,-0.00144
249.25,249.443235,-0.077724,-0.000775
248.95,249.212318,-0.110739,-0.001053
248.95,249.045694,-0.122782,-0.000384
249.8,249.246282,-0.053093,0.002222
249.4,249.269437,-0.036661,0.000524
249.85,249.460338,0.012381,0.001562
249.85,249.611817,0.042358,0.000954
249.2,249.486727,0.006271,-0.001149
248.8,249.237499,-0.048791,-0.001755
249.0,249.119134,-0.063785,-0.000478
249.0,249.034943,-0.068183,-0.00014
249.15,249.034318,-0.053623,0.000465
249.15,249.043115,-0.040171,0.000429
248.4,248.780647,-0.088078,-0.00153
249.2,248.879652,-0.04776,0.001287
248.8,248.820133,-0.050294,-8.1e-05
248.6,248.707222,-0.063789,-0.000431
246.4,247.81631,-0.242041,-0.005715
246.5,247.178201,-0.327398,-0.002744
247.1,246.942679,-0.307598,0.000637
247.1,246.80649,-0.270657,0.001189
246.35,246.467319,-0.285423,-0.000476
246.35,246.243874,-0.272066,0.000431
248.0,246.719574,-0.110915,0.00519
247.65,246.992587,-0.028175,0.002662
248.0,247.346219,0.054107,0.002643
247.05,247.271166,0.026272,-0.000894
248.2,247.6302,0.097986,0.002301
247.95,247.809966,0.11561,0.000565
247.9,247.916146,0.113578,-6.5e-05
247.9,247.981896,0.10327,-0.00033
247.4,247.832555,0.04883,-0.001745
246.0,247.187745,-0.100656,-0.004805
245.15,246.372911,-0.254568,-0.004964
246.65,246.314358,-0.212325,0.001363
246.3,246.175021,-0.196595,0.000508
246.05,246.004814,-0.190908,0.000184
244.0,245.145144,-0.335033,-0.004671
244.7,244.769515,-0.343781,-0.000284
244.7,244.526852,-0.321989,0.000708
246.55,245.069482,-0.135656,0.006041
246.45,245.492819,-0.015188,0.003899
246.45,245.83613,0.062072,0.002497
246.15,245.991036,0.082079,0.000646
246.55,246.248936,0.11997,0.001223
246.3,246.343501,0.114495,-0.000177
246.3,246.399745,0.101941,-0.000405
246.8,246.61167,0.125644,0.000764
246.65,246.705122,0.118706,-0.000223
246.3,246.6307,0.077085,-0.001341
246.8,246.741784,0.084412,0.000236
246.8,246.816538,0.082331,-6.7e-05
246.4,246.714943,0.042693,-0.001277
245.65,246.349266,-0.045314,-0.002839
245.6,246.044414,-0.101247,-0.001806
246.65,246.203767,-0.045085,0.001812
245.55,245.934269,-0.093448,-0.001562
246.65,246.139154,-0.029155,0.002075
246.65,246.30909,0.013751,0.001384
246.2,246.277551,0.003991,-0.000315
244.0,245.440369,-0.17729,-0.005869
243.05,244.447147,-0.35313,-0.005716
242.7,243.580062,-0.463892,-0.003613
241.25,242.428138,-0.612169,-0.00486
241.8,241.810081,-0.613438,-4.2e-05
241.4,241.271618,-0.59728,0.000532
242.45,241.329,-0.456195,0.004645
243.75,241.933588,-0.227587,0.007508
243.15,242.238384,-0.112853,0.003763
243.0,242.447935,-0.043372,0.002277
242.15,242.310709,-0.063598,-0.000663
240.9,241.75045,-0.170633,-0.003518
241.95,241.716298,-0.14122,0.000967
242.8,242.02669,-0.043894,0.003195
243.15,242.413128,0.048847,0.00304
243.15,242.71564,0.103514,0.00179
243.15,242.941132,0.129801,0.00086
243.15,243.100084,0.136084,0.000205
243.6,243.370308,0.164992,0.000944
243.9,243.66976,0.193969,0.000945
245.2,244.356394,0.300143,0.003452
245.2,244.856904,0.343324,0.001401
244.75,245.034235,0.307551,-0.00116
244.05,244.865522,0.204912,-0.00333
244.05,244.694214,0.123833,-0.002633
244.05,244.534879,0.062808,-0.001983
243.3,244.119247,-0.0403,-0.003356
242.9,243.644285,-0.133974,-0.003055
244.25,243.783024,-0.075202,0.001916
243.7,243.704939,-0.075823,-2e-05
242.85,243.341866,-0.137728,-0.002021
242.85,243.073572,-0.165866,-0.00092
242.75,242.849562,-0.178397,-0.00041
242.75,242.70023,-0.172133,0.000205
242.85,242.646779,-0.146556,0.000838
241.8,242.24206,-0.202192,-0.001825
241.7,241.914563,-0.229197,-0.000887
241.7,241.690762,-0.228034,3.8e-05
240.0,240.92344,-0.344255,-0.003833
240.2,240.439384,-0.374384,-0.000996
239.6,239.893561,-0.41133,-0.001224
239.75,239.580954,-0.390055,0.000706
238.0,238.751831,-0.484678,-0.003149
238.0,238.168657,-0.505905,-0.000708
236.85,237.363102,-0.570482,-0.002162
237.95,237.21933,-0.478522,0.00308
238.65,237.444701,-0.326827,0.005076
238.0,237.443102,-0.256737,0.002345
238.9,237.818158,-0.12058,0.004549
239.75,238.454278,0.042496,0.005434
239.75,238.958821,0.142071,0.003311
239.1,239.100563,0.142,-2e-06
239.1,239.190002,0.130673,-0.000376
239.8,239.497396,0.168758,0.001263
239.8,239.715501,0.179393,0.000352
239.7,239.823039,0.163907,-0.000513
240.0,239.991759,0.164944,3.4e-05
240.0,240.098929,0.152494,-0.000412
240.0,240.158726,0.132517,-0.000661
240.15,240.239169,0.121294,-0.000371
240.15,240.282868,0.104572,-0.000553
239.35,240.00495,0.022142,-0.002729
239.65,239.888063,-0.00782,-0.000992
238.2,239.26076,-0.141324,-0.004433
238.2,238.780453,-0.214378,-0.002431
238.4,238.504845,-0.227574,-0.00044
238.4,238.32252,-0.217822,0.000325
238.5,238.25044,-0.186413,0.001047
238.0,238.040421,-0.191501,-0.00017
237.05,237.554369,-0.254979,-0.002123
237.35,237.318049,-0.250958,0.000135
237.35,237.171396,-0.228479,0.000753
240.0,238.070021,0.014422,0.008107
238.1,238.090179,0.015658,4.1e-05
241.1,239.209744,0.25356,0.007902
241.1,240.066731,0.383604,0.004304
240.8,240.579252,0.411387,0.000918
241.35,241.12313,0.43994,0.000941
241.4,241.502949,0.426983,-0.000426
243.25,242.416623,0.53187,0.003438
243.25,243.059654,0.555826,0.000783
242.6,243.241086,0.475141,-0.002636
242.3,243.194084,0.362614,-0.003676
244.05,243.738571,0.401809,0.001278
244.5,244.272968,0.430383,0.000929
243.95,244.425601,0.370525,-0.001946
243.95,244.484171,0.303296,-0.002185
243.5,244.312796,0.201,-0.003327
243.5,244.140023,0.120449,-0.002622
242.45,243.592976,-0.023403,-0.004692
242.8,243.285842,-0.084549,-0.001997
242.8,243.053342,-0.116434,-0.001042
243.5,243.144512,-0.071693,0.001462
243.5,243.230314,-0.037752,0.001109
243.1,243.158436,-0.045106,-0.00024
243.05,243.089981,-0.050138,-0.000164
242.5,242.84081,-0.093032,-0.001403
243.35,242.969809,-0.045182,0.001565
243.4,243.099891,-0.007411,0.001235
243.4,243.205858,0.017023,0.000798
243.35,243.269748,0.027123,0.00033
243.35,243.316459,0.031345,0.000138
244.2,243.661997,0.099056,0.002208
244.2,243.922887,0.133933,0.001136
246.0,244.773244,0.288329,0.005012
246.1,245.444426,0.370837,0.002671
246.1,245.920242,0.393461,0.000731
245.1,245.866227,0.297026,-0.003116
247.0,246.47175,0.36351,0.002143
247.0,246.895997,0.376599,0.000421
246.15,246.858711,0.287403,-0.002871
246.3,246.834163,0.220175,-0.002164
247.1,247.071173,0.223803,0.000117
248.35,247.683949,0.30763,0.002689
248.35,248.123724,0.336109,0.000912
248.75,248.566813,0.359164,0.000737
249.15,249.008571,0.376964,0.000568
249.15,249.298697,0.358249,-0.000596
248.0,249.046053,0.226596,-0.0042
248.0,248.803441,0.125478,-0.003229
247.45,248.383661,0.00797,-0.003759
246.25,247.602041,-0.162194,-0.005461
246.25,247.001167,-0.256734,-0.003041
246.9,246.801788,-0.244373,0.000398
246.9,246.683722,-0.217153,0.000877
246.9,246.626369,-0.182715,0.001109
246.9,246.611903,-0.146455,0.001168
246.95,246.644095,-0.107955,0.00124
246.95,246.688725,-0.075072,0.001059
247.25,246.848265,-0.024511,0.001627
247.25,246.980905,0.009357,0.00109
247.3,247.104458,0.033967,0.000791
247.3,247.197996,0.046805,0.000413
246.9,247.117677,0.019409,-0.000881
247.45,247.252453,0.044271,0.000799
247.45,247.353235,0.05645,0.000391
248.05,247.64576,0.107326,0.001632
248.05,247.862555,0.130918,0.000756
247.3,247.737799,0.075818,-0.001767
247.3,247.624253,0.035008,-0.001309
246.0,247.047514,-0.096829,-0.00424
245.65,246.471141,-0.200175,-0.003332
245.65,246.042024,-0.249514,-0.001593
244.45,245.297545,-0.356184,-0.003455
244.45,244.760203,-0.395225,-0.001267
245.2,244.672839,-0.328878,0.002155
245.45,244.751743,-0.240997,0.002853
245.45,244.857036,-0.166369,0.002422
245.45,244.970623,-0.106036,0.001957
245.45,245.080421,-0.059522,0.001508
243.9,244.607639,-0.148583,-0.002893
244.7,244.547889,-0.129439,0.000622
243.8,244.190436,-0.178578,-0.001599
243.75,243.915315,-0.199384,-0.000678
244.15,243.875966,-0.164895,0.001124
244.15,243.872899,-0.13002,0.001136
243.1,243.505858,-0.1811,-0.001667
243.1,243.241893,-0.198958,-0.000583
245.0,243.764478,-0.043459,0.005069
245.0,244.192562,0.058163,0.003307
246.2,244.969396,0.213043,0.005024
246.35,245.612903,0.305812,0.003001
247.1,246.354238,0.399671,0.003027
247.1,246.881508,0.42717,0.000885
246.85,247.13957,0.390726,-0.001172
247.8,247.629732,0.412155,0.000688
247.8,247.952706,0.392936,-0.000616
247.65,248.089168,0.337663,-0.00177
248.0,248.269465,0.303749,-0.001085
247.35,248.122232,0.206559,-0.003112
247.35,247.967924,0.128789,-0.002492
247.25,247.784541,0.061513,-0.002157
247.6,247.755337,0.041962,-0.000627
247.75,247.779861,0.038204,-0.000121
246.3,247.258375,-0.082414,-0.003876
246.5,246.926744,-0.136123,-0.001728
245.55,246.333221,-0.234697,-0.00318
244.55,245.527605,-0.357735,-0.003982
244.55,244.941332,-0.406987,-0.001598
245.05,244.72446,-0.366015,0.00133
243.9,244.189423,-0.402441,-0.001185
244.65,244.105164,-0.33387,0.002232
245.35,244.353342,-0.208433,0.004079
245.35,244.589209,-0.112683,0.00311
244.95,244.65109,-0.075063,0.001222
245.65,244.971986,0.01027,0.002768
245.65,245.228444,0.063326,0.001719
245.7,245.442279,0.095762,0.00105
245.2,245.41341,0.068903,-0.00087
245.2,245.378228,0.046472,-0.000726
244.75,245.175947,-0.007137,-0.001737
245.85,245.419956,0.046987,0.001752
245.85,245.608171,0.077423,0.000985
246.0,245.801511,0.102404,0.000808
246.0,245.939341,0.110039,0.000247
246.15,246.086477,0.118034,0.000258
246.15,246.184413,0.113703,-0.00014
246.15,246.243507,0.101934,-0.00038
246.15,246.273385,0.086405,-0.000501
246.4,246.374615,0.0896,0.000103
245.5,246.108722,0.012988,-0.002473
246.55,246.279615,0.047018,0.001098
246.55,246.408985,0.064766,0.000572
245.85,246.243782,0.015205,-0.001599
245.85,246.1082,-0.017291,-0.001049
246.15,246.112695,-0.012596,0.000152
245.45,245.860416,-0.06425,-0.001669
246.05,245.889752,-0.044081,0.000652
246.05,245.921004,-0.027846,0.000525
246.05,245.950983,-0.015384,0.000403
246.05,245.977777,-0.006294,0.000294
245.5,245.797654,-0.043756,-0.001211
245.5,245.660289,-0.06393,-0.000652
245.8,245.671439,-0.047749,0.000523
246.8,246.057379,0.045715,0.003018
246.8,246.360033,0.101088,0.001786
246.05,246.309546,0.068422,-0.001054
246.05,246.257051,0.042363,-0.000841
246.05,246.207458,0.022546,-0.00064
246.0,246.145205,0.004271,-0.00059
246.4,246.24184,0.024176,0.000642
247.0,246.536626,0.082495,0.00188
246.55,246.593637,0.077003,-0.000177
246.55,246.626162,0.067418,-0.000309
246.85,246.75125,0.079846,0.0004
246.85,246.838065,0.081348,4.8e-05
245.5,246.396095,-0.031432,-0.003637
246.05,246.248651,-0.056433,-0.000807
247.0,246.490036,0.007749,0.002069
247.4,246.830419,0.079435,0.002308
247.65,247.182736,0.138243,0.00189
247.4,247.350113,0.144522,0.000202
247.4,247.459744,0.137003,-0.000241
248.0,247.745421,0.169043,0.001028
247.8,247.872263,0.159948,-0.000292
247.8,247.946598,0.141498,-0.000591
247.6,247.908142,0.102716,-0.001243
247.6,247.85938,0.070071,-0.001046
247.85,247.900159,0.063759,-0.000202
247.55,247.811312,0.030871,-0.001054
248.2,247.974105,0.059301,0.000911
247.85,247.965787,0.044729,-0.000467
249.1,248.412193,0.131294,0.002769
249.4,248.859272,0.199348,0.002173
249.25,249.129179,0.214554,0.000485
249.1,249.253872,0.195189,-0.000617
247.8,248.841075,0.064162,-0.004184
247.8,248.497751,-0.023655,-0.002808
247.7,248.188698,-0.085161,-0.001969
247.85,248.010061,-0.105306,-0.000645
247.65,247.810831,-0.125547,-0.000649
247.65,247.672275,-0.128351,-9e-05
247.7,247.601467,-0.11595,0.000398
247.7,247.564594,-0.098908,0.000547
247.4,247.441469,-0.104127,-0.000168
247.6,247.43418,-0.083257,0.00067
247.0,247.221542,-0.11114,-0.000896
247.05,247.088133,-0.115939,-0.000154
247.0,246.982445,-0.11373,7.1e-05
247.0,246.917118,-0.103299,0.000336
246.65,246.753421,-0.116315,-0.000419
246.65,246.64186,-0.115291,3.3e-05
245.2,246.037482,-0.220693,-0.003404
247.65,246.492668,-0.075035,0.004695
248.0,247.00103,0.050692,0.004044
248.3,247.511945,0.149874,0.003184
248.85,248.099885,0.244282,0.003023
250.8,249.249599,0.43941,0.00622
252.15,250.596343,0.634949,0.0062
252.15,251.570007,0.707945,0.002305
250.45,251.604011,0.562705,-0.004587
250.6,251.589089,0.438221,-0.003931
250.8,251.574818,0.340705,-0.00308
249.95,251.190861,0.184534,-0.00494
250.35,250.997346,0.103061,-0.002579
250.0,250.694702,0.015628,-0.002771
250.4,250.595915,-0.00903,-0.000782
250.75,250.647024,0.003931,0.000411
251.0,250.779643,0.031664,0.000879
251.0,250.880875,0.046657,0.000475
250.35,250.714604,0.000769,-0.001454
250.95,250.801877,0.019411,0.000591
250.95,250.868742,0.029638,0.000324
250.35,250.6962,-0.013934,-0.001381
250.35,250.559764,-0.040334,-0.000837
252.1,251.102165,0.085251,0.003974
252.1,251.523873,0.15776,0.002291
251.8,251.725273,0.167165,0.000297
252.1,251.968964,0.183657,0.00052
251.65,251.967311,0.143721,-0.001259
252.4,252.217571,0.166681,0.000723
252.4,252.390058,0.167932,3.9e-05
252.4,252.499742,0.155379,-0.000395
250.7,251.934295,3.5e-05,-0.004899
250.5,251.405512,-0.11393,-0.003602
250.55,251.01817,-0.172853,-0.001865
249.9,250.496792,-0.247963,-0.002382
250.5,250.341432,-0.228006,0.000633
250.4,250.219082,-0.205237,0.000723
250.4,250.156215,-0.174555,0.000975
250.4,250.135897,-0.141315,0.001056
250.4,250.144054,-0.109103,0.001023
249.5,249.837722,-0.151607,-0.001352
248.25,249.156639,-0.265714,-0.003639
248.25,248.654625,-0.316639,-0.001627
248.95,248.563627,-0.268011,0.001554
248.95,248.536878,-0.216017,0.001662
248.4,248.350039,-0.209729,0.000201
249.0,248.457266,-0.141422,0.002184
247.65,248.070356,-0.194327,-0.001695
247.45,247.718958,-0.228177,-0.001086
248.3,247.789129,-0.16388,0.002062
248.3,247.87402,-0.110268,0.001719
248.15,247.906157,-0.079578,0.000984
250.0,248.627889,0.093111,0.005519
250.1,249.229419,0.20268,0.003493
250.1,249.678345,0.255748,0.001689
250.1,249.995261,0.268931,0.000419
250.1,250.203656,0.255885,-0.000414
249.05,249.939862,0.143889,-0.00356
249.85,249.997571,0.125316,-0.00059
249.3,249.8195,0.059934,-0.00208
249.9,249.887016,0.061568,5.2e-05
250.35,250.096581,0.093462,0.001013
250.35,250.249017,0.106172,0.000404
250.7,250.482316,0.133569,0.000869
250.65,250.628463,0.13628,8.6e-05
249.3,250.224712,0.019898,-0.003696
249.25,249.877911,-0.059129,-0.002513
250.45,250.051503,-0.008975,0.001594
250.6,250.24806,0.035319,0.001406
250.1,250.21577,0.020748,-0.000463
250.5,250.33366,0.041683,0.000664
249.8,250.163222,-0.004031,-0.001452
249.8,250.026763,-0.03257,-0.000907
247.65,249.129921,-0.218829,-0.00594
247.8,248.501448,-0.307111,-0.002823
247.8,248.04895,-0.338443,-0.001004
247.0,247.448553,-0.394897,-0.001813
246.35,246.794228,-0.450806,-0.0018
246.65,246.456453,-0.426446,0.000785
246.7,246.277024,-0.373212,0.001717
246.7,246.197356,-0.309951,0.002042
246.25,246.021089,-0.281141,0.00093
247.9,246.53633,-0.109513,0.005531
247.8,246.93309,-0.000407,0.003511
247.7,247.215583,0.060561,0.001959
247.7,247.432414,0.094238,0.001081
247.9,247.6643,0.123903,0.000952
247.9,247.829421,0.132786,0.000285
247.45,247.773363,0.092088,-0.001305
247.3,247.656977,0.04716,-0.001441
247.65,247.684178,0.042859,-0.000138
247.5,247.643331,0.024819,-0.000579
246.6,247.274338,-0.060051,-0.002727
246.6,246.987808,-0.108859,-0.00157
246.75,246.831407,-0.119105,-0.00033
246.1,246.486555,-0.167755,-0.001568
246.6,246.422474,-0.145413,0.00072
246.25,246.267084,-0.147563,-6.9e-05
246.05,246.09389,-0.153087,-0.000178
246.2,246.036366,-0.132492,0.000665
245.75,245.847142,-0.144718,-0.000395
245.9,245.775268,-0.12902,0.000508
245.45,245.573894,-0.144613,-0.000505
245.9,245.602829,-0.107212,0.00121
246.15,245.736879,-0.055217,0.001681
242.0,244.324284,-0.347745,-0.009513
243.25,243.708674,-0.405472,-0.001882
243.25,243.283587,-0.409699,-0.000138
243.7,243.178464,-0.34406,0.002145
244.25,243.356315,-0.231584,0.003672
243.95,243.428996,-0.166012,0.00214
244.55,243.737489,-0.063752,0.003334
244.55,243.996804,0.005872,0.002267
245.25,244.462547,0.104978,0.003221
245.45,244.892882,0.175096,0.002275
245.65,245.282561,0.22134,0.001498
246.5,245.871149,0.300486,0.002558
246.25,246.200527,0.306712,0.000201
246.25,246.412399,0.286273,-0.000659
245.5,246.256738,0.191032,-0.003073
245.5,246.09834,0.115727,-0.002431
245.75,246.042972,0.078854,-0.001191
245.65,245.947871,0.041365,-0.001211
245.75,245.901033,0.022357,-0.000614
247.0,246.320321,0.107899,0.002759
247.0,246.639028,0.15333,0.001464
247.05,246.887347,0.173801,0.000659
247.05,247.057038,0.172915,-2.8e-05
247.05,247.163607,0.158617,-0.00046
246.0,246.834738,0.053559,-0.003382
246.45,246.726703,0.018734,-0.001121
246.4,246.61808,-0.008712,-0.000884
245.1,246.052884,-0.12864,-0.003873
245.1,245.620357,-0.19413,-0.002119
246.3,245.748375,-0.124704,0.002245
246.65,246.002064,-0.043157,0.002634
246.75,246.250572,0.019699,0.002028
246.75,246.447141,0.057816,0.001229
246.4,246.466261,0.049477,-0.000269
245.8,246.251855,-0.007392,-0.001835
246.65,246.393979,0.02483,0.001039
246.5,246.448743,0.031281,0.000208
246.0,246.303046,-0.006859,-0.00123
246.35,246.316027,-0.002584,0.000138
246.35,246.326921,0.000321,9.4e-05
246.1,246.243461,-0.017735,-0.000583
246.05,246.160938,-0.031697,-0.000451
246.95,246.431844,0.033517,0.002103
245.7,246.183183,-0.027295,-0.001963
245.8,246.024677,-0.055572,-0.000913
245.8,245.906758,-0.069009,-0.000434
244.85,245.47358,-0.14749,-0.00254
244.85,245.150562,-0.185318,-0.001226
244.85,244.922755,-0.194475,-0.000297
245.0,244.828459,-0.172885,0.000701
245.55,244.985337,-0.101818,0.002305
245.95,245.276715,-0.017081,0.002745
245.7,245.421991,0.017908,0.001133
246.2,245.720138,0.078302,0.001953
245.5,245.68841,0.05459,-0.000767
245.0,245.469066,-0.004445,-0.001911
244.55,245.127412,-0.077117,-0.002356
244.15,244.718369,-0.14865,-0.002323
244.15,244.414974,-0.181999,-0.001084
243.9,244.110212,-0.208456,-0.000861
244.35,244.067018,-0.17284,0.001159
244.35,244.062233,-0.136623,0.001179
245.0,244.321723,-0.051257,0.002776
245.0,244.539435,0.006708,0.001883
245.55,244.916252,0.08647,0.002588
245.6,245.22293,0.133927,0.001538
245.35,245.354329,0.133382,-1.8e-05
245.35,245.436939,0.12244,-0.000354
245.5,245.537487,0.117722,-0.000153
245.5,245.597986,0.10539,-0.000399
245.6,245.665263,0.097176,-0.000266
245.0,245.481338,0.036597,-0.001961
245.7,245.58506,0.051063,0.000468
244.75,245.309421,-0.019344,-0.00228
244.75,245.090958,-0.062256,-0.001391
245.0,245.01812,-0.064537,-7.4e-05
245.0,244.970696,-0.060849,0.00012
244.2,244.648136,-0.11725,-0.001832
244.5,244.519499,-0.119704,-8e-05
244.0,244.252396,-0.15147,-0.001033
244.6,244.284928,-0.111816,0.00129
244.75,244.385803,-0.065979,0.00149
245.0,244.570595,-0.011935,0.001756
245.0,244.721376,0.023131,0.001139
243.4,244.248806,-0.083697,-0.003475
243.7,243.99363,-0.120652,-0.001203
243.75,243.827637,-0.130423,-0.000318
243.95,243.790413,-0.110338,0.000655
244.25,243.890198,-0.065055,0.001475
243.7,243.779005,-0.074998,-0.000324
243.25,243.536621,-0.111071,-0.001177
243.25,243.360827,-0.12502,-0.000455
243.25,243.24104,-0.123892,3.7e-05
242.7,242.963351,-0.157036,-0.001084
244.95,243.596662,0.013291,0.005556
