timestamp,instrument,ltp,cp,ltt,1d_open,1d_high,1d_low,1d_close,1d_ts,I1_open,I1_high,I1_low,I1_close,I1_ts
2025-08-07 09:03:29,BSE_INDEX|SENSEX,80101.99,80543.99,1754537609526,80101.99,80101.99,80101.99,80101.99,1754505000000,,,,,
2025-08-07 09:03:30,BSE_INDEX|SENSEX,80101.99,80543.99,1754537610529,80101.99,80101.99,80101.99,80101.99,1754505000000,,,,,
2025-08-07 09:03:31,BSE_INDEX|SENSEX,80118.61,80543.99,1754537611532,80118.61,80118.61,80118.61,80118.61,1754505000000,,,,,
2025-08-07 09:03:32,BSE_INDEX|SENSEX,80118.61,80543.99,1754537612532,80118.61,80118.61,80118.61,80118.61,1754505000000,,,,,
2025-08-07 09:03:33,BSE_INDEX|SENSEX,80131.48,80543.99,1754537613535,80131.48,80131.48,80131.48,80131.48,1754505000000,,,,,
2025-08-07 09:03:34,BSE_INDEX|SENSEX,80118.61,80543.99,1754537614538,80118.61,80118.61,80118.61,80118.61,1754505000000,,,,,
2025-08-07 09:03:35,BSE_INDEX|SENSEX,80116.63,80543.99,1754537615540,80116.63,80116.63,80116.63,80116.63,1754505000000,,,,,
2025-08-07 09:03:36,BSE_INDEX|SENSEX,80100.01,80543.99,1754537616543,80100.01,80100.01,80100.01,80100.01,1754505000000,,,,,
2025-08-07 09:03:37,BSE_INDEX|SENSEX,80100.01,80543.99,1754537617545,80100.01,80100.01,80100.01,80100.01,1754505000000,,,,,
2025-08-07 09:03:38,BSE_INDEX|SENSEX,80100.01,80543.99,1754537618548,80100.01,80100.01,80100.01,80100.01,1754505000000,,,,,
2025-08-07 09:03:39,BSE_INDEX|SENSEX,80098.54,80543.99,1754537619549,80098.54,80098.54,80098.54,80098.54,1754505000000,,,,,
2025-08-07 09:03:40,BSE_INDEX|SENSEX,80098.54,80543.99,1754537620549,80098.54,80098.54,80098.54,80098.54,1754505000000,,,,,
2025-08-07 09:03:41,BSE_INDEX|SENSEX,80098.54,80543.99,1754537621552,80098.54,80098.54,80098.54,80098.54,1754505000000,,,,,
2025-08-07 09:03:42,BSE_INDEX|SENSEX,80089.24,80543.99,1754537622552,80089.24,80089.24,80089.24,80089.24,1754505000000,,,,,
2025-08-07 09:03:43,BSE_INDEX|SENSEX,80089.24,80543.99,1754537623555,80089.24,80089.24,80089.24,80089.24,1754505000000,,,,,
2025-08-07 09:03:44,BSE_INDEX|SENSEX,80112.52,80543.99,1754537624557,80112.52,80112.52,80112.52,80112.52,1754505000000,,,,,
2025-08-07 09:03:45,BSE_INDEX|SENSEX,80112.52,80543.99,1754537625560,80112.52,80112.52,80112.52,80112.52,1754505000000,,,,,
